,id,date_recorded,gps_height,longitude,latitude,basin,public_meeting,scheme_management,construction_year,extraction_type_class,management,payment_type,water_quality,quantity,source,source_class,waterpoint_type,year_recorded,date_recordedMonth,date_recordedElapsed,population_log,age
1077,62561,2013-02-09 00:00:00,568.0,37.17,-10.88621828,Ruvuma / Southern Coast,1,VWC,1998.0,handpump,vwc,on failure,soft,insufficient,machine dbh,groundwater,hand pump,2013,2,768,0.6931471805599453,15.0
1078,7975,2011-03-16 00:00:00,1793.0,34.83,-8.98855633,Rufiji,1,VWC,1976.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,72,4.02535169073515,35.0
1079,9418,2011-04-03 00:00:00,836.4898514401948,35.72,-6.20761129,Internal,1,VWC,1994.0,other,vwc,never pay,soft,insufficient,shallow well,groundwater,other,2011,4,90,5.303304908059076,17.0
1080,4929,2011-02-28 00:00:00,1691.0,34.91,-8.97162741,Rufiji,1,VWC,2006.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,2,56,4.394449154672439,5.0
1081,68311,2012-10-07 00:00:00,1074.5,34.17,-3.83161228,Internal,1,Parastatal,2006.0,gravity,parastatal,never pay,soft,dry,rainwater harvesting,surface,communal standpipe,2012,10,643,6.199494460612144,6.0
1082,15225,2012-10-29 00:00:00,939.0756647299395,34.1,-4.315870946655088,Lake Victoria,1,other,2000.0,other,vwc,never pay,soft,insufficient,shallow well,groundwater,other,2012,10,665,5.351858133476067,12.0
1083,51854,2011-03-19 00:00:00,407.0,38.26,-5.75176021,Pangani,1,VWC,2010.0,handpump,vwc,per bucket,salty,insufficient,shallow well,groundwater,hand pump,2011,3,75,6.2166061010848646,1.0
1084,40247,2013-02-21 00:00:00,830.0,37.36,-3.33367707,Pangani,1,Water authority,2008.0,gravity,water authority,per bucket,soft,insufficient,spring,groundwater,communal standpipe multiple,2013,2,780,2.772588722239781,5.0
1085,37958,2012-10-29 00:00:00,1168.5739357825332,34.18,-3.6730940219865005,Lake Victoria,1,WUG,2000.0,handpump,wug,never pay,soft,insufficient,shallow well,groundwater,hand pump,2012,10,665,5.860786223465865,12.0
1086,19319,2013-02-15 00:00:00,1195.6609532059533,34.27,-4.272552655573245,Lake Victoria,1,WUG,1997.0,handpump,wug,monthly,salty abandoned,enough,shallow well,groundwater,hand pump,2013,2,774,5.5254529391317835,16.0
1087,27495,2013-01-23 00:00:00,1769.0,35.49,-3.82318594,Internal,1,VWC,2009.0,other,vwc,never pay,soft,enough,spring,groundwater,improved spring,2013,1,751,5.918893854273146,4.0
1088,20111,2011-03-17 00:00:00,1827.0,34.81,-9.08176704,Rufiji,1,VWC,2010.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,73,4.189654742026425,1.0
1089,33231,2012-10-21 00:00:00,1336.0,34.18,-2.9884505,Lake Victoria,0,WUG,2007.0,handpump,wug,never pay,salty abandoned,enough,shallow well,groundwater,hand pump,2012,10,657,5.707110264748875,5.0
1090,44772,2011-03-21 00:00:00,900.4864864864865,36.28,-6.73659474,Rufiji,1,VWC,1997.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,3,77,5.5254529391317835,14.0
1091,53237,2013-03-13 00:00:00,1300.0,36.78,-3.36680855,Pangani,1,VWC,2012.0,gravity,vwc,unknown,soft,enough,spring,groundwater,communal standpipe,2013,3,800,3.828641396489095,1.0
1092,23279,2013-03-13 00:00:00,1343.0,37.65,-3.6651928,Pangani,1,Water Board,1973.0,gravity,water board,never pay,soft,insufficient,river,surface,communal standpipe,2013,3,800,4.394449154672439,40.0
1093,66738,2011-08-06 00:00:00,1313.1594725980576,32.86,-8.81175046,Lake Rukwa,0,VWC,2003.0,handpump,vwc,never pay,soft,seasonal,shallow well,groundwater,hand pump,2011,8,215,5.339939041238856,8.0
1094,73053,2011-03-13 00:00:00,2168.0,34.01,-9.28788035,Lake Nyasa,1,WUA,1988.0,gravity,wua,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,69,3.349904087274605,23.0
1095,31190,2011-10-04 00:00:00,1600.0,34.62,-9.03038037,Rufiji,1,WUA,1978.0,gravity,wua,monthly,soft,enough,river,surface,communal standpipe,2011,10,274,5.017279836814924,33.0
1096,54820,2012-10-24 00:00:00,1609.0,34.47,-1.34750267,Lake Victoria,1,other,1987.0,other,vwc,unknown,soft,enough,spring,groundwater,improved spring,2012,10,660,5.017279836814924,25.0
1097,54173,2011-03-26 00:00:00,1348.6000000000001,33.17,-9.36801445,Lake Nyasa,1,VWC,1978.0,gravity,vwc,unknown,soft,insufficient,spring,groundwater,communal standpipe,2011,3,82,3.828641396489095,33.0
1098,40904,2013-03-01 00:00:00,823.0,36.03,-10.70980482,Ruvuma / Southern Coast,1,VWC,1983.0,gravity,vwc,on failure,soft,seasonal,river,surface,communal standpipe,2013,3,788,4.795790545596741,30.0
1099,43729,2011-03-18 00:00:00,218.0,36.69,-8.14717542,Rufiji,1,other,2008.0,handpump,vwc,on failure,soft,seasonal,shallow well,groundwater,hand pump,2011,3,74,5.303304908059076,3.0
1100,63132,2012-10-11 00:00:00,1011.732221708982,34.19,-3.22054447,Internal,1,WUG,1998.0,handpump,wug,never pay,soft,insufficient,shallow well,groundwater,hand pump,2012,10,647,5.303304908059076,14.0
1101,65274,2012-10-06 00:00:00,1084.7153846153847,34.01,-3.82821994,Internal,0,Parastatal,1998.0,gravity,parastatal,unknown,soft,seasonal,rainwater harvesting,surface,other,2012,10,642,5.351858133476067,14.0
1102,2012,2013-02-16 00:00:00,1000.0,35.44,-10.63663927,Ruvuma / Southern Coast,1,VWC,2009.0,other,vwc,per bucket,soft,dry,river,surface,communal standpipe,2013,2,775,4.848116364598481,4.0
1103,70647,2013-03-20 00:00:00,1338.0,37.23,-3.21872895,Pangani,1,Water Board,2008.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,3,807,3.713572066704308,5.0
1104,6067,2013-01-20 00:00:00,1573.0,34.8,-4.82593587,Internal,1,WUG,2005.0,handpump,wug,monthly,soft,enough,machine dbh,groundwater,hand pump,2013,1,748,4.969813299576001,8.0
1105,47835,2013-01-28 00:00:00,1316.41660968661,33.17,-3.910799436,Lake Victoria,0,WUG,1998.0,handpump,wug,never pay,soft,dry,shallow well,groundwater,hand pump,2013,1,756,6.16541785423142,15.0
1106,14510,2012-10-22 00:00:00,704.9915076398453,32.4,-4.36164232,Lake Tanganyika,1,WUG,1997.0,handpump,vwc,never pay,soft,seasonal,shallow well,groundwater,hand pump,2012,10,658,4.48863636973214,15.0
1107,34536,2013-02-15 00:00:00,1157.5513338013336,34.23,-4.482078929128157,Lake Victoria,1,WUG,1998.0,handpump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2013,2,774,6.054439346269371,15.0
1108,50168,2013-02-14 00:00:00,874.0,37.34,-4.91403572,Pangani,1,other,1995.0,submersible,private operator,unknown,salty,enough,machine dbh,groundwater,other,2013,2,773,5.707110264748875,18.0
1109,65018,2011-07-16 00:00:00,1152.0401960784313,31.35,-3.18085359,Lake Tanganyika,1,VWC,2000.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,7,194,5.017279836814924,11.0
1110,4960,2012-10-15 00:00:00,1259.9325061502025,34.21,-3.04215435,Lake Victoria,1,WUG,2000.0,handpump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2012,10,651,5.638354669333745,12.0
1111,19291,2011-04-06 00:00:00,661.3333333333334,36.48,-6.42667541,Wami / Ruvu,1,VWC,2006.0,handpump,vwc,never pay,salty,enough,shallow well,groundwater,hand pump,2011,4,93,0.6931471805599453,5.0
1112,11480,2013-02-02 00:00:00,1314.0,34.0,-3.00653449,Lake Victoria,0,WUG,1998.0,handpump,wug,never pay,unknown,dry,shallow well,groundwater,hand pump,2013,2,761,0.6931471805599453,15.0
1113,74179,2013-02-15 00:00:00,906.872909566458,33.23,-4.08631627,Internal,1,VWC,1997.0,handpump,vwc,on failure,soft,enough,machine dbh,groundwater,hand pump,2013,2,774,5.0238805208462765,16.0
1114,46276,2011-07-13 00:00:00,1152.0401960784313,31.23,-2.86663153,Lake Tanganyika,1,VWC,2000.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,191,5.017279836814924,11.0
1115,69469,2013-02-07 00:00:00,1227.0,30.48,-3.71374909,Lake Tanganyika,1,VWC,1999.0,handpump,vwc,unknown,soft,seasonal,shallow well,groundwater,hand pump,2013,2,766,5.860786223465865,14.0
1116,51844,2013-01-18 00:00:00,850.0,35.19,-5.86449995,Internal,1,other,1996.0,other,vwc,never pay,soft,enough,shallow well,groundwater,other,2013,1,746,6.329720905522696,17.0
1117,13340,2011-03-05 00:00:00,912.0,34.62,-10.34973301,Lake Nyasa,1,VWC,1991.0,handpump,vwc,on failure,salty,enough,hand dtw,groundwater,hand pump,2011,3,61,5.375278407684165,20.0
1118,34046,2013-02-09 00:00:00,1346.0,30.59,-3.74214503,Lake Tanganyika,1,VWC,2003.0,gravity,vwc,on failure,soft,enough,river,surface,communal standpipe,2013,2,768,4.795790545596741,10.0
1119,72429,2013-01-24 00:00:00,648.0,37.73,-9.71316061,Ruvuma / Southern Coast,1,VWC,1992.0,other,vwc,unknown,soft,dry,shallow well,groundwater,other,2013,1,752,5.5254529391317835,21.0
1120,60034,2011-03-24 00:00:00,1273.0,38.47,-4.9360498,Pangani,1,VWC,2008.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,80,0.6931471805599453,3.0
1121,36173,2013-03-21 00:00:00,1153.0,37.04,-3.26291306,Pangani,1,Water Board,2001.0,gravity,water board,monthly,soft,enough,spring,groundwater,communal standpipe,2013,3,808,0.6931471805599453,12.0
1122,66575,2011-03-03 00:00:00,304.0,36.67,-8.38297841,Rufiji,1,other,2009.0,gravity,vwc,per bucket,soft,enough,river,surface,communal standpipe,2011,3,59,6.398594934535208,2.0
1123,33778,2013-03-18 00:00:00,1365.0,35.7,-2.15390103,Internal,1,VWC,2010.0,gravity,vwc,never pay,salty,insufficient,spring,groundwater,communal standpipe,2013,3,805,5.0369526024136295,3.0
1124,52807,2011-03-25 00:00:00,703.0,38.51,-4.9809823,Pangani,1,VWC,1976.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,81,0.6931471805599453,35.0
1125,37283,2011-03-09 00:00:00,1838.0,38.24,-4.528445,Pangani,1,VWC,1985.0,other,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,3,65,0.6931471805599453,26.0
1126,53688,2011-03-08 00:00:00,407.0,37.11,-6.98227039,Wami / Ruvu,1,VWC,1997.0,handpump,vwc,monthly,soft,enough,shallow well,groundwater,hand pump,2011,3,64,5.5254529391317835,14.0
1127,54777,2013-01-20 00:00:00,1543.0,34.79,-4.84646651,Internal,1,VWC,2005.0,wind-powered,vwc,per bucket,soft,dry,machine dbh,groundwater,communal standpipe multiple,2013,1,748,3.784189633918261,8.0
1128,10363,2011-04-01 00:00:00,1093.6689083561844,33.24,-8.83438473,Lake Rukwa,1,VWC,1996.0,gravity,wug,on failure,soft,dry,river,surface,communal standpipe,2011,4,88,4.875197323201151,15.0
1129,42685,2012-10-04 00:00:00,1357.0,33.45,-3.58087305,Internal,0,WUG,1996.0,handpump,wug,never pay,salty,enough,shallow well,groundwater,hand pump,2012,10,640,0.6931471805599453,16.0
1130,29334,2011-07-28 00:00:00,1085.0860215053763,30.56,-2.51827867,Lake Victoria,1,VWC,1996.0,gravity,vwc,never pay,soft,enough,spring,groundwater,other,2011,7,206,4.875197323201151,15.0
1131,17320,2011-03-28 00:00:00,1126.9384259259261,33.31,-8.98686233,Lake Rukwa,1,VWC,2000.0,gravity,wug,on failure,soft,insufficient,river,surface,communal standpipe,2011,3,84,5.5254529391317835,11.0
1132,7060,2013-01-19 00:00:00,1142.0,33.43,-2.14575098,Lake Victoria,0,WUG,1997.0,other,wug,per bucket,unknown,unknown,shallow well,groundwater,other,2013,1,747,5.5254529391317835,16.0
1133,3905,2012-11-06 00:00:00,1295.0,33.82,-1.96057215,Lake Victoria,1,WUA,1972.0,gravity,vwc,unknown,soft,dry,lake,surface,communal standpipe multiple,2012,11,673,5.5254529391317835,40.0
1134,14607,2011-03-17 00:00:00,1074.0,34.14,-8.84249025,Rufiji,1,WUA,1990.0,gravity,wua,annually,soft,enough,spring,groundwater,communal standpipe,2011,3,73,4.02535169073515,21.0
1135,59091,2013-02-25 00:00:00,1019.0,35.35,-9.88378241,Lake Nyasa,1,VWC,1974.0,gravity,vwc,annually,soft,enough,river,surface,communal standpipe,2013,2,784,7.00397413672268,39.0
1136,44927,2013-02-11 00:00:00,1309.0,34.29,-1.69213129,Lake Victoria,1,other,1974.0,motorpump,unknown,unknown,unknown,unknown,machine dbh,groundwater,communal standpipe multiple,2013,2,770,0.6931471805599453,39.0
1137,59415,2012-10-06 00:00:00,1033.7178571428572,34.11,-3.29342336,Internal,1,WUG,1998.0,handpump,wug,never pay,salty,insufficient,shallow well,groundwater,hand pump,2012,10,642,5.351858133476067,14.0
1138,59722,2013-01-16 00:00:00,1277.0,34.32,-2.01662277,Lake Victoria,0,other,1995.0,handpump,unknown,on failure,soft,enough,shallow well,groundwater,hand pump,2013,1,744,5.993961427306569,18.0
1139,49411,2012-12-16 00:00:00,1160.2440170940172,33.8,-3.5625032466347752,Lake Victoria,1,VWC,1998.0,motorpump,vwc,never pay,soft,enough,lake,surface,communal standpipe multiple,2012,12,713,5.5254529391317835,14.0
1140,40903,2011-08-04 00:00:00,1473.0416666666665,32.28,-2.52616815,Lake Victoria,1,VWC,2001.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,8,213,4.983606621708336,10.0
1141,64786,2012-10-17 00:00:00,1342.5,33.14,-3.87991202,Internal,1,VWC,1987.0,other,vwc,never pay,soft,enough,dam,surface,communal standpipe multiple,2012,10,653,5.017279836814924,25.0
1142,36207,2013-02-22 00:00:00,615.0,36.43,-11.40237948,Ruvuma / Southern Coast,1,WUG,2001.0,handpump,wug,annually,soft,insufficient,shallow well,groundwater,hand pump,2013,2,781,6.042632833682381,12.0
1143,61178,2013-02-02 00:00:00,1085.397487470061,34.63,-4.454622194742015,Lake Victoria,1,WUG,1998.0,handpump,wug,other,soft,enough,shallow well,groundwater,hand pump,2013,2,761,5.351858133476067,15.0
1144,55377,2011-08-03 00:00:00,1599.0,34.9,-8.88853459,Rufiji,1,VWC,2009.0,handpump,vwc,on failure,soft,enough,hand dtw,groundwater,hand pump,2011,8,212,5.017279836814924,2.0
1145,34300,2013-02-16 00:00:00,1250.0,34.41,-1.57708025,Lake Victoria,1,Other,1997.0,gravity,other,other,soft,seasonal,rainwater harvesting,surface,communal standpipe,2013,2,775,2.3978952727983707,16.0
1146,29483,2013-03-19 00:00:00,54.0,39.12,-6.90943867,Wami / Ruvu,1,WUG,2000.0,handpump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2013,3,806,4.61512051684126,13.0
1147,58576,2011-03-17 00:00:00,89.0,38.66,-5.80464799,Pangani,0,VWC,2008.0,submersible,vwc,per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe,2011,3,73,5.5254529391317835,3.0
1148,37659,2011-04-17 00:00:00,1070.043689008193,36.16,-5.40458486,Wami / Ruvu,1,VWC,2000.0,motorpump,vwc,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2011,4,104,5.163356381113919,11.0
1149,63873,2013-03-15 00:00:00,801.0,37.28,-3.43731779,Pangani,1,Water Board,2010.0,gravity,water board,other,soft,enough,spring,groundwater,communal standpipe,2013,3,802,5.771441123130016,3.0
1150,55723,2011-06-07 00:00:00,1622.0,35.23,-9.26418809,Rufiji,1,VWC,2010.0,gravity,vwc,per bucket,soft,enough,spring,groundwater,communal standpipe,2011,6,155,4.394449154672439,1.0
1151,9950,2013-02-04 00:00:00,1436.0,36.65,-3.34729825,Pangani,1,VWC,2002.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2013,2,763,5.017279836814924,11.0
1152,49680,2011-03-05 00:00:00,341.0,37.77,-6.05201076,Wami / Ruvu,1,VWC,2011.0,rope pump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,3,61,0.6931471805599453,0.0
1153,30329,2013-03-14 00:00:00,1172.0,35.67,-10.67302176,Ruvuma / Southern Coast,0,Other,2006.0,gravity,other,per bucket,soft,dry,river,surface,communal standpipe,2013,3,801,7.313886831633462,7.0
1154,64912,2011-03-13 00:00:00,183.0,38.34,-6.63613459,Wami / Ruvu,0,WUA,2009.0,submersible,private operator,per bucket,soft,enough,river,surface,communal standpipe,2011,3,69,3.713572066704308,2.0
1155,21165,2011-03-12 00:00:00,28.0,39.2,-7.23196357,Rufiji,1,VWC,2001.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,3,68,5.5254529391317835,10.0
1156,42112,2011-02-25 00:00:00,2080.0,34.22,-9.35045244,Lake Nyasa,1,VWC,2000.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,2,53,5.017279836814924,11.0
1157,25108,2013-12-03 00:00:00,1272.0,37.21,-3.24484616,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,12,1065,3.9318256327243257,14.0
1158,55021,2011-03-28 00:00:00,504.0,38.26,-5.4358912,Pangani,1,VWC,1980.0,submersible,vwc,per bucket,soft,enough,river,surface,communal standpipe,2011,3,84,3.9318256327243257,31.0
1159,14319,2012-10-21 00:00:00,1621.0,34.46,-1.251311,Lake Victoria,1,other,2009.0,handpump,vwc,unknown,soft,enough,machine dbh,groundwater,hand pump,2012,10,657,7.550135342488429,3.0
1160,23587,2013-01-22 00:00:00,1564.0,29.75,-4.57575369,Lake Tanganyika,1,VWC,2007.0,gravity,vwc,unknown,soft,enough,spring,groundwater,improved spring,2013,1,750,5.5254529391317835,6.0
1161,27217,2011-03-25 00:00:00,233.0,37.71,-5.47471579,Pangani,1,VWC,1975.0,submersible,vwc,per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,2011,3,81,0.6931471805599453,36.0
1162,62333,2013-02-06 00:00:00,1728.0,29.77,-4.44035571,Lake Tanganyika,1,Water authority,1996.0,other,vwc,never pay,soft,enough,spring,groundwater,improved spring,2013,2,765,6.19644412779452,17.0
1163,3284,2013-03-22 00:00:00,7.0,39.18,-6.91296091,Wami / Ruvu,1,WUG,2000.0,submersible,wug,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2013,3,809,4.61512051684126,13.0
1164,38299,2013-01-29 00:00:00,906.0,29.82,-4.88074094,Lake Tanganyika,1,WUG,1979.0,gravity,vwc,annually,soft,enough,river,surface,communal standpipe,2013,1,757,4.983606621708336,34.0
1165,35668,2012-11-06 00:00:00,1272.0,33.83,-1.97351631,Lake Victoria,1,WUG,1986.0,other,wug,unknown,salty,enough,shallow well,groundwater,other,2012,11,673,5.5254529391317835,26.0
1166,10228,2013-02-23 00:00:00,1469.0,35.3,-9.75992454,Lake Nyasa,1,VWC,1997.0,submersible,vwc,annually,soft,enough,river,surface,communal standpipe,2013,2,782,6.90875477931522,16.0
1167,67801,2011-04-04 00:00:00,1122.6666666666667,36.0,-6.2165405,Wami / Ruvu,1,VWC,1978.0,motorpump,vwc,per bucket,soft,dry,machine dbh,groundwater,communal standpipe multiple,2011,4,91,4.04305126783455,33.0
1168,63324,2011-03-17 00:00:00,1651.0,34.93,-8.62537258,Rufiji,1,VWC,2000.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,3,73,5.303304908059076,11.0
1169,33451,2011-02-18 00:00:00,326.0,38.79,-7.20666337,Wami / Ruvu,1,VWC,2002.0,handpump,vwc,per bucket,soft,seasonal,spring,groundwater,hand pump,2011,2,46,6.398594934535208,9.0
1170,46306,2013-02-07 00:00:00,1886.4545454545457,32.68,-3.88468967,Lake Victoria,1,other,2000.0,other,private operator,unknown,soft,insufficient,shallow well,groundwater,other,2013,2,766,3.979681653901961,13.0
1171,37149,2011-03-02 00:00:00,2088.0,34.74,-9.57612285,Lake Nyasa,0,VWC,2009.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,58,3.044522437723423,2.0
1172,29770,2012-10-22 00:00:00,892.8190268104099,32.53,-3.99170492,Lake Tanganyika,1,other,1994.0,other,wug,unknown,milky,dry,shallow well,groundwater,other,2012,10,658,4.875197323201151,18.0
1173,14731,2011-03-14 00:00:00,2170.0,34.0,-9.26707064,Lake Nyasa,1,WUA,1989.0,gravity,wua,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,70,3.349904087274605,22.0
1174,7963,2011-03-18 00:00:00,730.0,37.44,-7.02860459,Wami / Ruvu,1,VWC,1980.0,handpump,vwc,monthly,soft,enough,shallow well,groundwater,hand pump,2011,3,74,4.61512051684126,31.0
1175,55945,2013-03-15 00:00:00,-25.0,39.39,-6.85575538,Wami / Ruvu,1,SWC,2000.0,motorpump,other - school,never pay,salty,dry,machine dbh,groundwater,communal standpipe,2013,3,802,3.044522437723423,13.0
1176,7645,2011-07-29 00:00:00,1023.7222222222222,30.58,-2.50722536,Lake Victoria,1,VWC,2002.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2011,7,207,4.564348191467836,9.0
1177,7244,2013-02-04 00:00:00,1414.0,34.43,-1.80542511,Lake Victoria,1,WUG,1996.0,rope pump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2013,2,763,4.61512051684126,17.0
1178,40114,2011-03-08 00:00:00,866.0,35.37,-7.64083787,Rufiji,1,VWC,1992.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,3,64,0.6931471805599453,19.0
1179,37615,2013-02-12 00:00:00,693.0,37.5,-3.54677952,Pangani,1,WUA,2011.0,submersible,wua,monthly,fluoride,insufficient,machine dbh,groundwater,communal standpipe,2013,2,771,4.61512051684126,2.0
1180,54151,2011-07-30 00:00:00,725.0,30.97,-8.12705947,Lake Tanganyika,0,VWC,1991.0,other,vwc,never pay,coloured,enough,shallow well,groundwater,other,2011,7,208,0.6931471805599453,20.0
1181,64712,2011-07-15 00:00:00,1856.3809523809525,33.77,-9.57428548,Lake Nyasa,1,Water authority,1974.0,gravity,water authority,monthly,soft,insufficient,spring,groundwater,communal standpipe,2011,7,193,3.597312260588446,37.0
1182,40499,2011-01-08 00:00:00,1114.2587470449173,33.96,-9.4152467,Lake Nyasa,1,VWC,1997.0,gravity,vwc,never pay,soft,dry,spring,groundwater,communal standpipe,2011,1,5,6.054439346269371,14.0
1183,71171,2013-02-11 00:00:00,1305.0,34.29,-1.69264219,Lake Victoria,1,WUG,1974.0,motorpump,wug,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,2013,2,770,5.303304908059076,39.0
1184,20712,2013-02-21 00:00:00,1578.0,35.51,-4.42158895,Internal,1,VWC,2005.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2013,2,780,5.375278407684165,8.0
1185,20187,2013-02-18 00:00:00,1297.0,30.15,-4.47825199,Lake Tanganyika,1,Water authority,1984.0,gravity,vwc,monthly,soft,enough,river,surface,communal standpipe multiple,2013,2,777,5.8888779583328805,29.0
1186,12383,2013-02-22 00:00:00,842.0,37.19,-3.47417697,Pangani,1,VWC,1987.0,gravity,vwc,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,2,781,5.303304908059076,26.0
1187,33364,2012-10-18 00:00:00,1657.0,34.75,-1.83059726,Lake Victoria,1,Water Board,2006.0,other,water board,unknown,soft,seasonal,rainwater harvesting,surface,communal standpipe,2012,10,654,6.331501849893691,6.0
1188,9646,2013-02-28 00:00:00,1451.2857142857144,33.65,-3.01929878,Lake Victoria,1,WUG,2004.0,handpump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2013,2,787,5.389071729816501,9.0
1189,12201,2011-07-24 00:00:00,1263.0,32.92,-2.00640972,Lake Victoria,1,VWC,1974.0,other,vwc,never pay,soft,insufficient,lake,surface,communal standpipe multiple,2011,7,202,6.111467339502679,37.0
1190,1782,2012-11-01 00:00:00,1339.0,33.99,-1.94248925,Lake Victoria,1,WUG,1990.0,other,wug,unknown,salty,enough,shallow well,groundwater,other,2012,11,668,5.5254529391317835,22.0
1191,42747,2013-02-28 00:00:00,896.0,36.0,-10.71778179,Ruvuma / Southern Coast,1,VWC,2012.0,gravity,vwc,on failure,soft,seasonal,river,surface,communal standpipe,2013,2,787,5.198497031265826,1.0
1192,12125,2011-06-07 00:00:00,1600.0,35.22,-9.25601356,Rufiji,1,VWC,2010.0,gravity,vwc,per bucket,soft,enough,spring,groundwater,communal standpipe,2011,6,155,4.04305126783455,1.0
1193,53260,2011-03-10 00:00:00,1869.0,34.38,-9.58279823,Lake Nyasa,1,VWC,1991.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,3,66,3.9318256327243257,20.0
1194,55023,2013-02-03 00:00:00,1130.0,36.89,-3.39220486,Pangani,1,VWC,1995.0,gravity,vwc,unknown,soft,seasonal,river,surface,communal standpipe,2013,2,762,4.875197323201151,18.0
1195,7865,2013-03-13 00:00:00,1343.0,36.78,-3.36715063,Pangani,1,VWC,1982.0,gravity,vwc,unknown,soft,insufficient,spring,groundwater,communal standpipe,2013,3,800,4.59511985013459,31.0
1196,66269,2011-07-29 00:00:00,1701.6,33.95,-9.50026043,Lake Nyasa,1,VWC,1983.0,gravity,vwc,monthly,soft,dry,spring,groundwater,communal standpipe,2011,7,207,5.303304908059076,28.0
1197,45049,2011-03-27 00:00:00,532.3261547195973,35.86,-4.64259134,Internal,1,VWC,2000.0,motorpump,vwc,per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,2011,3,83,4.499809670330265,11.0
1198,4988,2011-02-28 00:00:00,39.0,39.29,-7.03246218,Wami / Ruvu,1,Private operator,2009.0,submersible,private operator,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2011,2,56,6.948897222313312,2.0
1199,17387,2011-02-15 00:00:00,223.0,38.98,-7.01035413,Wami / Ruvu,1,VWC,1995.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,2,43,0.6931471805599453,16.0
1200,41771,2013-02-16 00:00:00,445.0,37.38,-11.31187398,Ruvuma / Southern Coast,1,VWC,1994.0,handpump,vwc,annually,soft,enough,machine dbh,groundwater,hand pump,2013,2,775,0.6931471805599453,19.0
1201,44806,2011-07-20 00:00:00,1228.5,30.5,-2.89938807,Lake Victoria,1,VWC,2002.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,7,198,5.968707559985366,9.0
1202,9157,2013-03-19 00:00:00,967.0,36.97,-3.43244332,Pangani,1,Water Board,1968.0,gravity,water board,per bucket,soft,insufficient,spring,groundwater,communal standpipe multiple,2013,3,806,4.795790545596741,45.0
1203,70881,2013-02-23 00:00:00,1655.0,35.49,-4.42137851,Internal,1,VWC,2004.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2013,2,782,5.308267697401205,9.0
1204,59951,2011-03-04 00:00:00,454.0,37.09,-6.82265892,Wami / Ruvu,1,VWC,2008.0,handpump,vwc,monthly,soft,enough,shallow well,groundwater,hand pump,2011,3,60,4.394449154672439,3.0
1205,47581,2013-01-29 00:00:00,1864.0,31.67,-8.08362131,Lake Rukwa,1,VWC,1986.0,gravity,vwc,never pay,soft,dry,river,surface,communal standpipe,2013,1,757,5.017279836814924,27.0
1206,14986,2011-02-21 00:00:00,1757.0,35.47,-8.0501433,Rufiji,1,VWC,2010.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,2,49,0.6931471805599453,1.0
